day	دن
joker	غیر سنجیدہ فرد
joker	بے ہودہ شخص
jokester	مسخرہ
faggot	گانڈو
wish	دعا
professor	استاد
proffer	پیش کرنا
profession	پیشہ
professional	پیشہ ورانہ
brave	شیر
sympathy	ہمدردی
symphony	ہم نوائ
sympathiser	غم گسار
sympathiser	غم خوار
sympathise	ہمدردی کرنا
sympathiser	ہمدرد
sympathy	دل جئ
sympathy	غم گساری
sympathiser	شنوا
sympathy	درد مندی
deviltry	شیطنت
slavish	ادنا
slaying	قتل
sexual desire	شہوت
sexological	جنسیات سے متعلق
sexologist	ماہر جنسیت
shabby	گندہ
shabby	فرو مایہ
shabby	خسیس
shabby	مل گجا
shack	جھگی
shackle	بندھن
shackle	ہتھ کڑی
quarrel	جھگڑا
quark	کوارک
quarrel	جھگڑا
Tajikistan	تاجکستان
nightingale	بلبل
nightmare	کسوپن
nightmare	کابوس
Mazandaran	مازندران
consistency	یک رنگی
consistent	با اصول
consistency	ٹھوس پن
consistency	استواری
consistency	مضبوطی
consistency	ربط
consist	ملنا
consist	مرکب ہونا
consigning	سپردگی
consist	بنا ہوا ہونا
bite	کاٹ کھانا
bite	ڈسنا
bite	ڈانت کاٹنا
Nowshera District	نوشہرہ
naturally	فطرتن
naturalistic	فطریت پسند انہ
naturalistic	طبیعی
prosper	فروغ پانا
prosper	بڑھنا
prosper	پھلنا پھولنا
prosper	خوش حال بننا
prospect	تناظر
prospect	نقشہ
prospectus	کوائف نامہ
prospectus	آئندہ نامہ
prosper	پھلنا
prosper	پر وان چڑھنا
manustupration	جلق
mastupration	جلق
masturbation	جلق
onanism	جلق
pocket pool	جلق
wank	جلق
earthquake	زلزلہ
hypothetical	مفروزی
hypothetical	قیاسی
hypothesis	بے دلیل دعویٰ
hypothesis	مفروضہ
hypothetical	فرضی
hypostatic	ذاتی
hypostasis	اصل
hypostasis	جوہر
hypostasis	ذات
exit	خروج
expand	وسیع کریں
difficulty	پھندا
envy	ایرشا
envy	ایرکھا
green-eyed monster	ایرشا
green-eyed monster	ایرکھا
jealousy	ایرشا
jealousy	ایرکھا
caprice	مزاج
fancy	مزاج
feeling	مزاج
megrim	مزاج
temper	مزاج
whimsey	مزاج
whimsy	مزاج
binoculars	دوربین
often	اکثر
Dhu al-Hijjah	ذوالحجۃ
Dhu al-Qi’dah	ذوالقعدۃ
post office	پوسٹ آفس
post office	ڈاک خانہ
opposite	برابر
Microsoft	مائکروسافٹ
Drahmin	دراھمن
pea	مٹر
intricate	ژولیدہ
intricately	پیچ سے
intricacy	دقت
intricacy	مشکل
intrepidly	دلیرانہ
intricacy	باریکی
intricacy	پیچ و خم
intricacy	الجھاؤ
Moeenuddin Ahmad Qureshi	معین الدین احمد قریشی
forth	اب سے
TCP	TCP
TB	TB
grid	جال
wide	عریض
wicket	پھاٹک سے ملہق چھوٹا دروازہ
widdle	پیشاب کرنا
wicker	سرکی
wicket	چھوٹا دروازہ
wicker	بید
wicker	ڈالی
wickedness	پاکھنڈ
wickedness	شرارت
Brazil	برازیل
appropriate	ضبط کرنا
appropriate	مار لینا
approach	رسائ
approach	یاد دلانا
approaching	قریب
approachable	سہل
approbation	رضا
approbation	قبولی
approof	منظوری
approof	آزمائش
preacher	واعظ
Moses	موسیٰ
education	تعلیم
AAL	AAL
AA	AA
Vietnamese	ويتنامی
Vietnam	ویتنام
deficit	نقصان
deficit	خسارہ
defile	بٹا لگانا
defile	آلودہ کرنا
defile	ساننا
defile	خراب کرنا
define	متعین کرنا
defilement	چھوت
gout	لذت
gourmand	نا دیدہ
inquietude	بے آرامی
inquest	تحقیقات
inquietude	بے کلی
input	لین
input	خرچ
input	طاقت
inquietude	تشویش
inquietude	اضطراب
infinitive	مصدر
Isis	آئسز
curved	کج
curved	خم دار
curve	خم
curve	پیچ و خم
Montenegro	مونٹینیگرو
photograph	عکس
active field	زیر عمل قطعہ
active object	زیر عمل آبجیکٹ
ferociously	وحشت سے
ferociously	خوں خواری سے
ferrate	اہنی
ferocity	وحشت پن
fertile	زرخیز
fertile	سیراب
fertility	زرخیزی
fertiliser	کھاد
ferule	پٹائ کی چھڑی
British pounds	انگلستانی پاونڈ سٹرلنگ
GB£	£
itinerancy	خانہ بہ دوشی
itinerate	دورہ کرنا
similar	یکساں
banner	بینر
modulate	موافق بنانا
modulate	ہم آہنگ کرنا
modulation	لب و لہجہ
modulate	نرم کرنا
modulation	لحن
modulation	لہجہ
modular	قدری
modulatory	ترمیمی
modulus	معیار
modular	شرحی
ruin	ویرانی
ruin	ضرر
ruin	اثر
ruin	بربادی
ruin	فنا
ruin	ہلاکت
ruin	کھنڈر
ruin	اتلاف
ruin	صفائ
ruin	وبال
vulgarity	سفلہ پن
vulgarity	کمینہ پن
vulgarity	گنوار پن
vulgarity	بھدا جملہ
vulgarism	بازاری پن
vulgarise	بھدا کر دینا
vulgarise	عامیانہ کر دینا
vulgarity	سوقیت
vulgarism	سوقیت
vulgarism	سوقیانہ
indeed	در اصل
indeed	بر حق
Sikh	سکھ
ovation	داد
simple	کورا
simple	نیک
simple	عام فہم
simple	فرشتہ
simple	سیدھا
simpleton	گائدی
simple	سادہ
simple	سلیس
simpleton	پونگا
simpleton	سادہ لوح
espouse	اپنانا
send for	منگانا
used	پرانا
clever	پرانا
clever	پکا
clever	پڑھا لکھا
Yogeeta Bali	یوگِتا بلِ
unfamiliar	نا واقف
dotty	مخبوط
Persian	فارسی
Filipino	ٹيگالاگی
Tippu Sultan	ٹیپو سلطان
Goa	گوا
unfinished	نا تمام
unfit	نا اہل
unfeigned	بلا ریا
unfeigned	مخلص
unfeigned	بے تکلف
unfeigned	بے تصنوع
unfettered	غیر پابند
unfinished	نا مکمل
difficulty	محنت
memory	یاد
short story	افسانہ
short term	مختصر ال مدتی
short	مختصر
short	پست قامت
short	اچانک
short	یک دم
short	دھوکا دینا
short in height	بالشتیا
short in height	پستہ قد
shortsighted	عاقبت نا اندیش
what	كيا
Begum	بیگم
untrustworthy	خائن
gaiter	ٹخنا پوش
gala	جشن
gait	گھوڑے کی چال
gait	خرام
gait	پاؤں
gait	روش
gait	طرز خرام
gaiety	بانک پن
gaiety	بشاشت
gaiter	جرموق
ware	پر احتیاط
Lithuania	لیتھونیا
deliverance	رہائ
deliverance	وارے نیارے
deliverance	خلاصی
deliverance	نجات
deliverance	بچاؤ
deliverance	چھٹ کارا
delivered	سپرد
deliverance	آزادگی
deliver	نجات دلانا
deliver	سپرد کرنا
newspaperman	اخباری نمائندہ
command	حکم
command	ارشاد
coming	آمد
coming	وارد
command	فرمان
data entry	اندراج کوائف
Data Encryption Standard	کوائف خفیہ کاری موڈ
data connection file	کوائف کنکشن مسل
Data Communications Equipment	کوائف مواصلات آلہ
pauperism	گدا گری
pauperism	افلاس
paunch	شکم
paunch	توند
paunch	وجھ
paunch	جھولی
pauper	نا دار
pauper	قلاش
pauper	کنگال
pauper	موہٹاج
wimple	تہ
win	فتح کرنا
win	جیتنا
win	سر کرنا
win out	ہرا کر جیتنا
win over	لانا
valuable	فاخر
imperious	جارحانہ
imperious	مغرور
imperiously	سفاکی سے
imperishable	ابدی
imperishable	امر
imperishable	ان مٹ
imperishable	دائم
Aphrodite	ایفرودیت
cage	قفس
association	تنظیم
Sassanid Empire	ساسانی سلطنت
Pakistan	پاکستان
Poland	پولینڈ
Papua New Guinea	پاپوآ نیو گنی
Philippines	فلپائنی
Puerto Rico	پیورٹو ریکو
Palestinian Territories	فلسطینی خطے
St. Pierre & Miquelon	سینٹ پیئر اور میکلیئون
Pitcairn Islands	پٹکائرن جزائر
Palestine	فلسطین
Portugal	پرتگال
gent	نجیب
genre	طرز
genre	صنف
Jhelum	جہلم
promise	وعدہ
promise	شپتھ
light	نور
light	پرکاش
light	روشنی
Basilicata	بازیلیکاتا
mastership	استادی
master stroke	غضب کی چال
master stroke	کمال
masterwork	کمال
masterfully	ماہر انہ انداز سے
masterpiece	شاہ کار
masterpiece	شاہ پارہ
master race	اعلا نسل
masterwork	خوبی
stave	لکڑی کے پتلے
staunch	ثابت قدم
statute	قانون
statute	حکم
staunch	کٹر
statutes	ائن
status	قدر و منزلت
status	پوٹا
statute	فرض
status quo	بحال
spacetime	زمان و مکاں
Bosporus	آبنائے باسفورس
Dagestan	داغستان
circumstance	اتفاق
needy	فقیر
needy	غرض مند
needy	حاجت مند
needy	مسکین
needy	محتاج
needy	مفلس
needy	مستحق
mailing list	فہرست ترسیل
mail-enabled universal security group	مراسلات کے لئے اجازت یافتہ عالمگیر حفاظتی گروپ
mail-enabled universal distribution group	میل اجازت یافتہ عالمگیر تقسیم گروپ
mailing label	ڈاک ترسیل لیبل
mailing address	ڈاک پتہ
genus	نوع
genus	قبیل
geography	علم الارض
geographical	جغرافیائ
gerbe	گیہوں کی بالی
gerbil	بیابانی چوہا
brainy	ٹھوس
brainy	تیز
brand	داغ
brain washed	خالی از ذہن
brainchild	کار نامہ
brainy	مغزی
brainy	دماغ والا
brand	داغ لگنا
brand	داغ دینا
Comorian Franc	کوموریئن فرانک
vector	خط حامل
vaunted	ڈینگ ہانکنے والا
vaunted	شیخی سے پر
vaunting	شیخی
veal	بچھڑا
vaunt	اترانا
vaunt	شان جتانا
vaunt	شیخی بگھارنا
vaunt courier	ہراول
monolatry	واحد پرستی
monograph	مقالہ
monogram	تغرا
monogamy	یک ذوجی
monolithic	یک سنگی
monolith	صرف ایک پتھر کا بنا ستون
monolingual	یک لسان
monolatrous	وحدانی
monologue	تنہا کلامی
monologue	خود کلامی
dunk	بھگو کر کھانا
duo	جوڑا
dupe	دھوکا دینا
dupe	سادہ لوح
duplicate	نقل کرنا
duplicate	ہو بہو نقل
cant	فریاد کرنا
cant	بھیک مانگنا
canoe	ڈونگی
canoe	ڈونگا
canon	ضابطہ
canopy	عرش
Near East	مشرق قریب
kill	مارنا
assassinate	مارنا
slaughter	مارنا
murder	مارنا
slay	مارنا
misapprehension	بھول
misapprehend	غلط طور پر سمجھنا
misanthropy	مردم بیزاری
misanthropy	اکل کھرا پن
misanthrope	انسان دشمن
misanthrope	ہر ایک سے نفرت کرنے والا
misapplication	غلط استعمال
misapplication	بیجا تصرف
misapply	غلط استعمال کرنا
misapply	بیجا تصرف کرنا
handicapped	معذور
handful	مٹھی
handfast	بندھن جوڑنا
handfast	تحویل
handfeeding	ہاتھ سے کھلانا
handfast	منگنی کرنا
handful	ہاتھ بھر مقدار
handfeeding	مشین میں ہاتھ سے ڈالنا
handful	قلیل مقدار
handful	مٹھی بھر
insipidity	پھیکا پن
insipid	بے مزہ
insipid	بے لطف
homespun	سادہ
homespun	دیسی
homework	سبق
homeward	گھر کی جانب
homicide	قاتل
homicide	خون
homily	خطبہ
homicide	قتل
homogeneity	یکسانیت
homily	وعظ
farm worker	دہقان
conviction	ثبوت
conviction	یقین
conveyance	حمل
conveyance	سواری
convince	قائل کرنا
convince	سمجھانا
convince	منانا
convince	منوانا
convince	یقین دلانا
convincing	کلہ توڑ
Chanda Chamke	چندا چمکے
all over again	از سر نو
all of a sudden	اتفاقاً
all of a sudden	اچانک
all for nothing	خام خواہ
all by oneself	خود بخود
all at once	ایک دم
all	تمام
all	سارا
all right	ٹھیک
all right	اچھا
Ohio	اوہائیو
Qur’an	قرآن
varnish	چمک
varnish	جلا
varnish	چمکانا
varnish	لیپا پوتی کرنا
Romanian	رومنی
Russian	روسی
Sanskrit	سَنسکرِت
unequal	ناقص
unequalled	اجوڑ
unequal	غیر یکساں
unequal	لا جواب
unequal	نا برابر
unequal	ناکافی
unenthusiastic	سرد مہر
unenviable	نا قابل رشک
unequal	غیر مساوی
unequal	غیر متوازی
COA	COA
COD	COD
Vatican City	واٹیکن سٹی
win over	راضی کرنا
share	بخرا
share	حصہ
shape	صورت
shapely	چھبیلا
shape	ساخت
shape	شکل
share	حصہ کرنا
share	پاؤں بیچ میں ہونا
shapely	سڈول
share	بانٹنا
juiciness	بے رس
juiciness	بے عرق
juicy	دلچسپ
juiciness	خشک
juice	شیرہ
juice	رس
juiciness	رسیلا پن
juiciness	رس بھرا پن
juicy	رنگ دار
juicy	لطیف
desolate	برباد کرنا
desirous	راغب
desirous	متمننی
desirous	شائق
desist	ترک کرنا
silk	ریشم
fry	بچے
fry	چھوٹی چھوٹی مچھلی
frustrate	بے اثر
frustrate	بے فائدہ
frustrate	دانت کھٹے کرنا
frustrate	پچ چر مارنا
frustration	لالے
frustrate	دکھاوٹی
frustrated	عاجز
way	طرح
poisonous	زہریلا
poisonous	زہر آلودہ
poke	دھکیلنا
poke	اندر ڈالنا
poke	پرونا
poke	گھسیڑنا
poke	گوجھا
poke	بوری
poke	کھیسہ
poke	جیب
country	راشٹر
country	دیش
Moscow	ماسکو
Moskva	ماسکو
Malta	مالٹا
suzerain	جاگیر دار
suzerainity	جاگیر داری
sustenance	پرورش
sustenance	روٹی
sustainer	رازق
sustenance	غذا
suture	سلائ
suture	ٹانکا
sutor	موچی
suture	جوڑ
aged	بزرگ
goldfish	سنہری مچھلی
corpulent	موٹا
waistcoat	شلوکا
wailing	نوحہ کنی
waist	میان
waist	کولہا
Gujarati	گجراتی
Gujarat	گجرات
Gujjar	گجر
impression	ٹھپا
impression	ضرب
impression	تاثیر
impression	تاثر
impressive	پر اثر
impressment	بے گار
impressive	جذبات خیز
impressive	مؤثر
impressment	جبری بھرتی
impressment	ضبطی
entrails	آلائش
entrails	اندرونہ
entitlement	رتبہ
entity	وجود
entitle	رتبہ دینا
entirely	سراسر
bird	چڑیا
cock	چڑیا
